,alphaGold,alphaBitcoin,value
659,1.3,0.9,21213.655831492397
660,1.3,1.0,21117.83024080828
661,1.3,1.1,21022.436708162946
662,1.3,1.2,20927.47328911277
663,1.3,1.3,20832.93804794464
664,1.3,1.4,20738.829057641426
665,1.3,1.5,20645.144399845536
666,1.3,1.6,20551.882164812636
667,1.3,1.7,20459.040451381607
668,1.3,1.8,20366.617366928847
669,1.3,1.9,20274.611027332627
670,1.3,2.0,20183.01955693869
671,1.3,2.1,20091.84108851465
672,1.3,2.2,20001.073763220673
673,1.3,2.3,19910.7157305645
674,1.3,2.4,19820.765148367245
675,1.3,2.5,19731.22018272918
676,1.3,2.6,19642.0790079849
677,1.3,2.7,19553.339806675678
678,1.3,2.8,19465.000769504546
679,1.3,2.9,19377.060095303365
680,1.3,3.0,19289.515990998676
681,1.3,3.1,19202.36667156935
682,1.3,3.2,19115.610360017603
683,1.3,3.3,19029.245287325542
684,1.3,3.4,18943.26969242711
685,1.3,3.5,18857.681822165454
686,1.3,3.6,18772.479931261085
687,1.3,3.7,18687.662282278274
688,1.3,3.8,18603.22714558392
689,1.3,3.9,18519.172799320142
690,1.3,4.0,18435.497529362827
691,1.3,4.1,18352.199629289367
692,1.3,4.2,18269.27740034717
693,1.3,4.3,18186.729151412925
694,1.3,4.4,18104.553198965554
695,1.3,4.5,18022.747867045695
696,1.3,4.6,17941.31148722468
697,1.3,4.7,17860.24239857326
698,1.3,4.8,17779.538947622015
699,1.3,4.9,17699.19948833435
700,1.4,0.0,21983.808542039664
701,1.4,0.1,21884.51163270685
702,1.4,0.2,21785.662398674744
703,1.4,0.3,21687.258825368895
704,1.4,0.4,21589.298907259436
705,1.4,0.5,21491.780647829073
706,1.4,0.6,21394.702059525218
707,1.4,0.7,21298.061163723258
708,1.4,0.8,21201.855990689266
709,1.4,0.9,21106.084579532904
710,1.4,1.0,21010.744978176725
711,1.4,1.1,20915.835243307098
712,1.4,1.2,20821.35344034443
713,1.4,1.3,20727.297643396134
714,1.4,1.4,20633.66593522099
715,1.4,1.5,20540.4564071933
716,1.4,1.6,20447.66715925703
717,1.4,1.7,20355.29629989595
718,1.4,1.8,20263.34194608757
719,1.4,1.9,20171.80222326897
720,1.4,2.0,20080.67526530094
721,1.4,2.1,19989.959214423703
722,1.4,2.2,19899.652221227596
723,1.4,2.3,19809.752444607944
724,1.4,2.4,19720.258051731427
725,1.4,2.5,19631.167218001592
726,1.4,2.6,19542.478127015238
727,1.4,2.7,19454.188970533152
728,1.4,2.8,19366.297948437426
729,1.4,2.9,19278.803268697215
730,1.4,3.0,19191.703147335444
731,1.4,3.1,19104.995808386208
732,1.4,3.2,19018.679483866763
733,1.4,3.3,18932.75241373355
734,1.4,3.4,18847.21284585423
735,1.4,3.5,18762.0590359662
736,1.4,3.6,18677.289247643428
737,1.4,3.7,18592.90175226416
738,1.4,3.8,18508.894828970195
739,1.4,3.9,18425.266764638447
740,1.4,4.0,18342.01585384042
741,1.4,4.1,18259.140398810374
742,1.4,4.2,18176.638709413564
743,1.4,4.3,18094.509103105644
744,1.4,4.4,18012.749904906064
745,1.4,4.5,17931.35944735753
746,1.4,4.6,17850.336070495363
747,1.4,4.7,17769.678121816214
748,1.4,4.8,17689.383956238675
749,1.4,4.9,17609.451936076533
750,1.5,0.0,21872.330337539046
751,1.5,0.1,21773.537030014904
752,1.5,0.2,21675.189126989844
753,1.5,0.3,21577.284624109838
754,1.5,0.4,21479.821526019216
755,1.5,0.5,21382.79784632935
756,1.5,0.6,21286.211607571215
757,1.5,0.7,21190.06084115768
758,1.5,0.8,21094.343587347917
759,1.5,0.9,20999.057895199236
760,1.5,1.0,20904.20182253759
761,1.5,1.1,20809.773435907984
762,1.5,1.2,20715.770810545335
763,1.5,1.3,20622.19203032726
764,1.5,1.4,20529.035187739155
765,1.5,1.5,20436.298383837733
766,1.5,1.6,20343.979728206694
767,1.5,1.7,20252.07733892524
768,1.5,1.8,20160.58934252411
769,1.5,1.9,20069.513873949953
770,1.5,2.0,19978.84907653088
771,1.5,2.1,19888.59310193188
772,1.5,2.2,19798.744110125263
773,1.5,2.3,19709.300269346793
774,1.5,2.4,19620.259756061154
775,1.5,2.5,19531.620754928248
776,1.5,2.6,19443.38145875966
777,1.5,2.7,19355.540068489718
778,1.5,2.8,19268.09479313277
779,1.5,2.9,19181.043849748432
780,1.5,3.0,19094.385463410654
781,1.5,3.1,19008.11786716323
782,1.5,3.2,18922.239301992
783,1.5,3.3,18836.748016782465
784,1.5,3.4,18751.642268291092
785,1.5,3.5,18666.9203211039
786,1.5,3.6,18582.580447603854
787,1.5,3.7,18498.62092793891
788,1.5,3.8,18415.04004998054
789,1.5,3.9,18331.83610929659
790,1.5,4.0,18249.00740911041
791,1.5,4.1,18166.552260268916
792,1.5,4.2,18084.468981211514
793,1.5,4.3,18002.75589792962
794,1.5,4.4,17921.41134393991
795,1.5,4.5,17840.433660244085
796,1.5,4.6,17759.821195298606
797,1.5,4.7,17679.572304983412
798,1.5,4.8,17599.685352562305
799,1.5,4.9,17520.1587086575
800,1.6,0.0,21761.41648740478
801,1.6,0.1,21663.124231844355
802,1.6,0.2,21565.27512148078
803,1.6,0.3,21467.8671621282
804,1.6,0.4,21370.89836855427
805,1.6,0.5,21274.366764447455
806,1.6,0.6,21178.270382371004
807,1.6,0.7,21082.607263724803
808,1.6,0.8,20987.37545871004
809,1.6,0.9,20892.573026282113
810,1.6,1.0,20798.1980341191
811,1.6,1.1,20704.248558575753
812,1.6,1.2,20610.72268465107
813,1.6,1.3,20517.61850594389
814,1.6,1.4,20424.934124616415
815,1.6,1.5,20332.66765135951
816,1.6,1.6,20240.817205346768
817,1.6,1.7,20149.380914205263
818,1.6,1.8,20058.356913969772
819,1.6,1.9,19967.74334904884
820,1.6,2.0,19877.5383721898
821,1.6,2.1,19787.740144434596
822,1.6,2.2,19698.34683509011
823,1.6,2.3,19609.356621685147
824,1.6,2.4,19520.767689935314
825,1.6,2.5,19432.578233710075
826,1.6,2.6,19344.786454989066
827,1.6,2.7,19257.390563833833
828,1.6,2.8,19170.38877834411
829,1.6,2.9,19083.779324625273
830,1.6,3.0,18997.560436755295
831,1.6,3.1,18911.730356741733
832,1.6,3.2,18826.287334494726
833,1.6,3.3,18741.229627783017
834,1.6,3.4,18656.555502206913
835,1.6,3.5,18572.26323115635
836,1.6,3.6,18488.35109577865
837,1.6,3.7,18404.817384946822
838,1.6,3.8,18321.660395218056
839,1.6,3.9,18238.878430807126
840,1.6,4.0,18156.469803545122
841,1.6,4.1,18074.43283284828
842,1.6,4.2,17992.76584568678
843,1.6,4.3,17911.467176544335
844,1.6,4.4,17830.535167391874
845,1.6,4.5,17749.968167647356
846,1.6,4.6,17669.764534145696
847,1.6,4.7,17589.922631107303
848,1.6,4.8,17510.440830099753
849,1.6,4.9,17431.31751001079
850,1.7,0.0,21651.064139389677
851,1.7,0.1,21553.270398836903
852,1.7,0.2,21455.917555619686
853,1.7,0.3,21359.003625669306
854,1.7,0.4,21262.526633824928
855,1.7,0.5,21166.484613801622
856,1.7,0.6,21070.875608143513
857,1.7,0.7,20975.697668187466
858,1.7,0.8,20880.948854026174
859,1.7,0.9,20786.627234462372
860,1.7,1.0,20692.73088697775
861,1.7,1.1,20599.25789768565
862,1.7,1.2,20506.206361300618
863,1.7,1.3,20413.574381092963
864,1.7,1.4,20321.360068853188
865,1.7,1.5,20229.56154485699
866,1.7,1.6,20138.176937819866
867,1.7,1.7,20047.20438486779
868,1.7,1.8,19956.642031491927
869,1.7,1.9,19866.488031514582
870,1.7,2.0,19776.74054705455
871,1.7,2.1,19687.397748483145
872,1.7,2.2,19598.457814395042
873,1.7,2.3,19509.91893156427
874,1.7,2.4,19421.77929491124
875,1.7,2.5,19334.037107467866
876,1.7,2.6,19246.690580335795
877,1.7,2.7,19159.73793265696
878,1.7,2.8,19073.177391571153
879,1.7,2.9,18987.007192183002
880,1.7,3.0,18901.22557752932
881,1.7,3.1,18815.830798536485
882,1.7,3.2,18730.821113992817
883,1.7,3.3,18646.194790505833
884,1.7,3.4,18561.950102474715
885,1.7,3.5,18478.085332048726
886,1.7,3.6,18394.59876909525
887,1.7,3.7,18311.488711168156
888,1.7,3.8,18228.753463466513
889,1.7,3.9,18146.39133880771
890,1.7,4.0,18064.400657587525
891,1.7,4.1,17982.779747747973
892,1.7,4.2,17901.526944746653
893,1.7,4.3,17820.640591516723
894,1.7,4.4,17740.119038440353
895,1.7,4.5,17659.960643309438
896,1.7,4.6,17580.163771294538
897,1.7,4.7,17500.72679491481
898,1.7,4.8,17421.648093998883
899,1.7,4.9,17342.926055658652
900,1.8,0.0,21541.270455634072
901,1.8,0.1,21443.972705956687
902,1.8,0.2,21347.113617136652
903,1.8,0.3,21250.69121517147
904,1.8,0.4,21154.703534920744
905,1.8,0.5,21059.148620075233
906,1.8,0.6,20964.02452310973
907,1.8,0.7,20869.329305246956
908,1.8,0.8,20775.061036421983
909,1.8,0.9,20681.217795234617
910,1.8,1.0,20587.79766892012
911,1.8,1.1,20494.798753301435
912,1.8,1.2,20402.219152759306
913,1.8,1.3,20310.056980186622
914,1.8,1.4,20218.310356953378
915,1.8,1.5,20126.97741287158
916,1.8,1.6,20036.056286150168
917,1.8,1.7,19945.545123365955
918,1.8,1.8,19855.44207941878
919,1.8,1.9,19765.74531749677
920,1.8,2.0,19676.45300904294
921,1.8,2.1,19587.563333710714
922,1.8,2.2,19499.074479335213
923,1.8,2.3,19410.98464188955
924,1.8,2.4,19323.29202545127
925,1.8,2.5,19235.994842169282
926,1.8,2.6,19149.091312220557
927,1.8,2.7,19062.579663781544
928,1.8,2.8,18976.45813298632
929,1.8,2.9,18890.724963893404
930,1.8,3.0,18805.3784084527
931,1.8,3.1,18720.416726464107
932,1.8,3.2,18635.838185549735
933,1.8,3.3,18551.641061110695
934,1.8,3.4,18467.823636300753
935,1.8,3.5,18384.384201983936
936,1.8,3.6,18301.321056703662
937,1.8,3.7,18218.63250665045
938,1.8,3.8,18136.316865621484
939,1.8,3.9,18054.372454993692
940,1.8,4.0,17972.797603683688
941,1.8,4.1,17891.59064811614
942,1.8,4.2,17810.74993219317
943,1.8,4.3,17730.273807254573
944,1.8,4.4,17650.160632051316
945,1.8,4.5,17570.40877270637
946,1.8,4.6,17491.016602684245
947,1.8,4.7,17411.982502760548
948,1.8,4.8,17333.304860983
949,1.8,4.9,17254.982072646326
950,1.9,0.0,21432.03261259726
951,1.9,0.1,21335.228342421742
952,1.9,0.2,21238.86050795162
953,1.9,0.3,21142.927145198944
954,1.9,0.4,21047.426298993156
955,1.9,0.5,20952.356022950007
956,1.9,0.6,20857.714379425022
957,1.9,0.7,20763.499439476967
958,1.9,0.8,20669.7092828323
959,1.9,0.9,20576.34199783939
960,1.9,1.0,20483.395681437105
961,1.9,1.1,20390.868439109156
962,1.9,1.2,20298.758384853514
963,1.9,1.3,20207.063641136643
964,1.9,1.4,20115.78233885957
965,1.9,1.5,20024.912617322327
966,1.9,1.6,19934.452624179437
967,1.9,1.7,19844.400515410456
968,1.9,1.8,19754.754455276016
969,1.9,1.9,19665.512616283177
970,1.9,2.0,19576.673179151545
971,1.9,2.1,19488.234332769953
972,1.9,2.2,19400.19427416683
973,1.9,2.3,19312.551208467718
974,1.9,2.4,19225.30334886161
975,1.9,2.5,19138.448916567508
976,1.9,2.6,19051.98614079193
977,1.9,2.7,18965.913258700362
978,1.9,2.8,18880.22851537546
979,1.9,2.9,18794.93016378387
980,1.9,3.0,18710.016464744018
981,1.9,3.1,18625.4856868843
982,1.9,3.2,18541.336106615487
983,1.9,3.3,18457.56600808826
984,1.9,3.4,18374.17368316609
985,1.9,3.5,18291.15743138408
986,1.9,3.6,18208.515559917392
987,1.9,3.7,18126.246383549777
988,1.9,3.8,18044.348224632835
989,1.9,3.9,17962.81941305982
990,1.9,4.0,17881.65828622468
991,1.9,4.1,17800.863188992058
992,1.9,4.2,17720.432473665736
993,1.9,4.3,17640.364499949566
994,1.9,4.4,17560.657634920986
995,1.9,4.5,17481.31025299197
996,1.9,4.6,17402.320735878602
997,1.9,4.7,17323.687472571277
998,1.9,4.8,17245.408859295607
999,1.9,4.9,17167.483299487118
1000,2.0,0.0,21323.3478009882
1001,2.0,0.1,21227.034511636215
1002,2.0,0.2,21131.15544410591
1003,2.0,0.3,21035.708644373357
1004,2.0,0.4,20940.692167187393
1005,2.0,0.5,20846.104076038835
1006,2.0,0.6,20751.94244311322
1007,2.0,0.7,20658.205349255724
1008,2.0,0.8,20564.890883935288
1009,2.0,0.9,20471.997145198475
1010,2.0,1.0,20379.522239639304
1011,2.0,1.1,20287.46428235309
1012,2.0,1.2,20195.82139690585
1013,2.0,1.3,20104.591715289913
1014,2.0,1.4,20013.77337788888
1015,2.0,1.5,19923.364533442444
1016,2.0,1.6,19833.36333900289
1017,2.0,1.7,19743.767959905395
1018,2.0,1.8,19654.576569723664
1019,2.0,1.9,19565.787350236173
1020,2.0,2.0,19477.39849139271
1021,2.0,2.1,19389.408191270002
1022,2.0,2.2,19301.814656044036
1023,2.0,2.3,19214.61609994618
1024,2.0,2.4,19127.81074523034
1025,2.0,2.5,19041.396822140116
1026,2.0,2.6,18955.372568865532
1027,2.0,2.7,18869.736231515708
1028,2.0,2.8,18784.486064076405
1029,2.0,2.9,18699.620328377754
1030,2.0,3.0,18615.137294061446
1031,2.0,3.1,18531.035238539553
1032,2.0,3.2,18447.312446967215
1033,2.0,3.3,18363.967212200085
1034,2.0,3.4,18280.99783476759
1035,2.0,3.5,18198.402622831825
1036,2.0,3.6,18116.179892155953
1037,2.0,3.7,18034.32796607344
1038,2.0,3.8,17952.84517544718
1039,2.0,3.9,17871.729858642997
1040,2.0,4.0,17790.98036149
1041,2.0,4.1,17710.595037249637
1042,2.0,4.2,17630.572246584943
1043,2.0,4.3,17550.91035752149
1044,2.0,4.4,17471.60774542079
1045,2.0,4.5,17392.662792941894
1046,2.0,4.6,17314.07389001095
1047,2.0,4.7,17235.83943379145
1048,2.0,4.8,17157.957828645045
1049,2.0,4.9,17080.42748610731
1050,2.1,0.0,21215.213225686213
1051,2.1,0.1,21119.388431109768
1052,2.1,0.2,21023.995655682764
1053,2.1,0.3,20929.03295529521
1054,2.1,0.4,20834.498394564747
1055,2.1,0.5,20740.390046806824
1056,2.1,0.6,20646.705993987864
1057,2.1,0.7,20553.444326689765
1058,2.1,0.8,20460.60314407427
1059,2.1,0.9,20368.180553837243
1060,2.1,1.0,20276.17467217902
1061,2.1,1.1,20184.58362375765
1062,2.1,1.2,20093.40554165927
1063,2.1,1.3,20002.638567353162
1064,2.1,1.4,19912.2808506573
1065,2.1,1.5,19822.330549704093
1066,2.1,1.6,19732.78583089562
1067,2.1,1.7,19643.64486887489
1068,2.1,1.8,19554.905846481914
1069,2.1,1.9,19466.56695471973
1070,2.1,2.0,19378.626392721053
1071,2.1,2.1,19291.08236770468
1072,2.1,2.2,19203.933094947133
1073,2.1,2.3,19117.176797739794
1074,2.1,2.4,19030.811707355715
1075,2.1,2.5,18944.836063017003
1076,2.1,2.6,18859.24811185208
1077,2.1,2.7,18774.046108868246
1078,2.1,2.8,18689.22831690943
1079,2.1,2.9,18604.79300662378
1080,2.1,3.0,18520.738456432133
1081,2.1,3.1,18437.062952485718
1082,2.1,3.2,18353.76478863956
1083,2.1,3.3,18270.84226641034
1084,2.1,3.4,18188.293694949316
1085,2.1,3.5,18106.117391001986
1086,2.1,3.6,18024.311678876296
1087,2.1,3.7,17942.874890411844
1088,2.1,3.8,17861.805364939548
1089,2.1,3.9,17781.101449255377
1090,2.1,4.0,17700.76149758038
1091,2.1,4.1,17620.783871530635
1092,2.1,4.2,17541.166940086063
1093,2.1,4.3,17461.909079551453
1094,2.1,4.4,17383.00867353089
1095,2.1,4.5,17304.46411288855
1096,2.1,4.6,17226.273795718942
1097,2.1,4.7,17148.4361273172
1098,2.1,4.8,17070.94952014028
1099,2.1,4.9,16993.81239378233
1100,2.2,0.0,21107.626105678628
1101,2.2,0.1,21012.287332396823
1102,2.2,0.2,20917.37838674707
1103,2.2,0.3,20822.897334482772
1104,2.2,0.4,20728.84225004082
1105,2.2,0.5,20635.211216511667
1106,2.2,0.6,20542.002325592664
1107,2.2,0.7,20449.213677553074
1108,2.2,0.8,20356.843381198756
1109,2.2,0.9,20264.88955382593
1110,2.2,1.0,20173.350321192458
1111,2.2,1.1,20082.223817470625
1112,2.2,1.2,19991.508185218307
1113,2.2,1.3,19901.20157533398
1114,2.2,1.4,19811.302147022674
1115,2.2,1.5,19721.80806776118
1116,2.2,1.6,19632.717513254156
1117,2.2,1.7,19544.02866740561
1118,2.2,1.8,19455.739722274495
1119,2.2,1.9,19367.848878042278
1120,2.2,2.0,19280.354342977706
1121,2.2,2.1,19193.254333395238
1122,2.2,2.2,19106.547073626127
1123,2.2,2.3,19020.23079597575
1124,2.2,2.4,18934.30374069062
1125,2.2,2.5,18848.76415592583
1126,2.2,2.6,18763.610297703097
1127,2.2,2.7,18678.840429882654
1128,2.2,2.8,18594.45282412171
1129,2.2,2.9,18510.445759842147
1130,2.2,3.0,18426.81752419883
1131,2.2,3.1,18343.566412038293
1132,2.2,3.2,18260.69072587139
1133,2.2,3.3,18178.1887758319
1134,2.2,3.4,18096.05887964947
1135,2.2,3.5,18014.29936260916
1136,2.2,3.6,17932.90855752049
1137,2.2,3.7,17851.884804685986
1138,2.2,3.8,17771.22645186218
1139,2.2,3.9,17690.931854232138
1140,2.2,4.0,17610.999374366525
1141,2.2,4.1,17531.42738219352
1142,2.2,4.2,17452.214254967676
1143,2.2,4.3,17373.3583772316
1144,2.2,4.4,17294.858140789755
1145,2.2,4.5,17216.711944670045
1146,2.2,4.6,17138.918195094047
1147,2.2,4.7,17061.475305447253
1148,2.2,4.8,16984.381696240904
1149,2.2,4.9,16907.63579508697
1150,2.3,0.0,21000.58367398156
1151,2.3,0.1,20905.728461016774
1152,2.3,0.2,20811.30089526529
1153,2.3,0.3,20717.29905229351
1154,2.3,0.4,20623.72101630836
1155,2.3,0.5,20530.56488012521
1156,2.3,0.6,20437.82874512358
1157,2.3,0.7,20345.510721210954
1158,2.3,0.8,20253.60892678793
1159,2.3,0.9,20162.121488703087
1160,2.3,1.0,20071.046542222743
1161,2.3,1.1,19980.382230985866
1162,2.3,1.2,19890.12670697394
1163,2.3,1.3,19800.278130467
1164,2.3,1.4,19710.834670008982
1165,2.3,1.5,19621.794502374247
1166,2.3,1.6,19533.155812522888
1167,2.3,1.7,19444.91679357289
1168,2.3,1.8,19357.075646755846
1169,2.3,1.9,19269.63058138412
1170,2.3,2.0,19182.57981481727
1171,2.3,2.1,19095.921572418898
1172,2.3,2.2,19009.65408752924
1173,2.3,2.3,18923.775601421774
1174,2.3,2.4,18838.284363271363
1175,2.3,2.5,18753.178630120972
1176,2.3,2.6,18668.45666684003
1177,2.3,2.7,18584.116746097177
1178,2.3,2.8,18500.15714831806
1179,2.3,2.9,18416.57616165418
1180,2.3,3.0,18333.372081950194
1181,2.3,3.1,18250.543212703644
1182,2.3,3.2,18168.08786503738
1183,2.3,3.3,18086.004357658683
1184,2.3,3.4,18004.291016832136
1185,2.3,3.5,17922.946176339196
1186,2.3,3.6,17841.968177447776
1187,2.3,3.7,17761.35536888102
1188,2.3,3.8,17681.106106777435
1189,2.3,3.9,17601.218754665108
1190,2.3,4.0,17521.691683422392
1191,2.3,4.1,17442.52327124701
1192,2.3,4.2,17363.711903626725
1193,2.3,4.3,17285.255973299645
1194,2.3,4.4,17207.15388022943
1195,2.3,4.5,17129.404031566366
1196,2.3,4.6,17052.004841617596
1197,2.3,4.7,16974.954731818518
1198,2.3,4.8,16898.252130693465
1199,2.3,4.9,16821.895473831602
1200,2.4,0.0,20894.083177572717
1201,2.4,0.1,20799.709076387866
1202,2.4,0.2,20705.760453039773
1203,2.4,0.3,20612.235392858634
1204,2.4,0.4,20519.13198977107
1205,2.4,0.5,20426.448346268917
1206,2.4,0.6,20334.18257336426
1207,2.4,0.7,20242.332790554174
1208,2.4,0.8,20150.89712578554
1209,2.4,0.9,20059.873715410784
1210,2.4,1.0,19969.260704156695
1211,2.4,1.1,19879.05624508082
1212,2.4,1.2,19789.258499540596
1213,2.4,1.3,19699.865637149665
1214,2.4,1.4,19610.875835744286
1215,2.4,1.5,19522.28728134866
1216,2.4,1.6,19434.0981681319
1217,2.4,1.7,19346.306698379056
1218,2.4,1.8,19258.911082447787
1219,2.4,1.9,19171.909538735792
1220,2.4,2.0,19085.300293646385
1221,2.4,2.1,18999.081581547358
1222,2.4,2.2,18913.251644741802
1223,2.4,2.3,18827.80873342612
1224,2.4,2.4,18742.751105657942
1225,2.4,2.5,18658.077027323205
1226,2.4,2.6,18573.784772094616
1227,2.4,2.7,18489.87262140421
1228,2.4,2.8,18406.33886440199
1229,2.4,2.9,18323.181797924444
1230,2.4,3.0,18240.399726462238
1231,2.4,3.1,18157.990962120177
1232,2.4,3.2,18075.95382458946
1233,2.4,3.3,17994.28664110743
1234,2.4,3.4,17912.98774643008
1235,2.4,3.5,17832.05548279276
1236,2.4,3.6,17751.488199878575
1237,2.4,3.7,17671.28425478842
1238,2.4,3.8,17591.442012001102
1239,2.4,3.9,17511.959843346907
1240,2.4,4.0,17432.836127969655
1241,2.4,4.1,17354.069252295154
1242,2.4,4.2,17275.657610002185
1243,2.4,4.3,17197.59960198344
1244,2.4,4.4,17119.89363632001
1245,2.4,4.5,17042.538128243454
1246,2.4,4.6,16965.531500105997
1247,2.4,4.7,16888.872181351402
1248,2.4,4.8,16812.55860847709
1249,2.4,4.9,16736.589225009127
1250,2.5,0.0,20788.1218773248
1251,2.5,0.1,20694.226451760445
1252,2.5,0.2,20600.754345642672
1253,2.5,0.3,20507.703654016157
1254,2.5,0.4,20415.07248047802
1255,2.5,0.5,20322.858937147357
1256,2.5,0.6,20231.061144620267
1257,2.5,0.7,20139.67723193474
1258,2.5,0.8,20048.705336535997
1259,2.5,0.9,19958.143604231234
1260,2.5,1.0,19867.990189160642
1261,2.5,1.1,19778.243253752105
1262,2.5,1.2,19688.90096869168
1263,2.5,1.3,19599.9615128798
1264,2.5,1.4,19511.42307339725
1265,2.5,1.5,19423.283845471837
1266,2.5,1.6,19335.542032434627
1267,2.5,1.7,19248.19584569145
1268,2.5,1.8,19161.243504679966
1269,2.5,1.9,19074.68323683655
1270,2.5,2.0,18988.51327756351
1271,2.5,2.1,18902.73187018631
1272,2.5,2.2,18817.337265925846
1273,2.5,2.3,18732.32772385649
1274,2.5,2.4,18647.70151087337
1275,2.5,2.5,18563.45690166063
1276,2.5,2.6,18479.59217864954
1277,2.5,2.7,18396.10563199139
1278,2.5,2.8,18312.995559516374
1279,2.5,2.9,18230.260266701647
1280,2.5,3.0,18147.898066640304
1281,2.5,3.1,18065.907280000774
1282,2.5,3.2,17984.286234999356
1283,2.5,3.3,17903.03326735997
1284,2.5,3.4,17822.146720287452
1285,2.5,3.5,17741.62494442763
1286,2.5,3.6,17661.466297836792
1287,2.5,3.7,17581.669145950815
1288,2.5,3.8,17502.23186154628
1289,2.5,3.9,17423.152824714405
1290,2.5,4.0,17344.43042282178
1291,2.5,4.1,17266.063050481083
1292,2.5,4.2,17188.049109520703
1293,2.5,4.3,17110.3870089462
1294,2.5,4.4,17033.075164915354
1295,2.5,4.5,16956.112000700035
1296,2.5,4.6,16879.495946656498
1297,2.5,4.7,16803.225440196766
1298,2.5,4.8,16727.29892575049
1299,2.5,4.9,16651.714854740665
1300,2.6,0.0,20682.69704792706
1301,2.6,0.1,20589.277874138807
1302,2.6,0.2,20496.27987233788
1303,2.6,0.3,20403.70114723428
1304,2.6,0.4,20311.539812046674
1305,2.6,0.5,20219.793988472535
