,alphaGold,alphaBitcoin,value
1942,3.8,4.2,16088.695944383704
1943,3.8,4.3,16016.001852811924
1944,3.8,4.4,15943.63560880391
1945,3.8,4.5,15871.595736522984
1946,3.8,4.6,15799.880766763945
1947,3.8,4.7,15728.48923692526
1948,3.8,4.8,15657.419690974344
1949,3.8,4.9,15586.670679424158
1950,3.9,0.0,19359.77782623764
1951,3.9,0.1,19272.33484732682
1952,3.9,0.2,19185.286093381477
1953,3.9,0.3,19098.629790391817
1954,3.9,0.4,19012.364172311914
1955,3.9,0.5,18926.48748103239
1956,3.9,0.6,18840.997966337865
1957,3.9,0.7,18755.89388587449
1958,3.9,0.8,18671.1735051176
1959,3.9,0.9,18586.83509732977
1960,3.9,1.0,18502.876943533745
1961,3.9,1.1,18419.29733247015
1962,3.9,1.2,18336.094560569556
1963,3.9,1.3,18253.266931913044
1964,3.9,1.4,18170.81275819918
1965,3.9,1.5,18088.730358713387
1966,3.9,1.6,18007.0180602872
1967,3.9,1.7,17925.674197272077
1968,3.9,1.8,17844.69711149919
1969,3.9,1.9,17764.085152248204
1970,3.9,2.0,17683.836676217266
1971,3.9,2.1,17603.95004748279
1972,3.9,2.2,17524.423637474003
1973,3.9,2.3,17445.25582493362
1974,3.9,2.4,17366.444995887687
1975,3.9,2.5,17287.989543615375
1976,3.9,2.6,17209.88786861062
1977,3.9,2.7,17132.138378556534
1978,3.9,2.8,17054.73948828747
1979,3.9,2.9,16977.689619758712
1980,3.9,3.0,16900.987202018296
1981,3.9,3.1,16824.63067116801
1982,3.9,3.2,16748.618470339658
1983,3.9,3.3,16672.949049655803
1984,3.9,3.4,16597.620866205994
1985,3.9,3.5,16522.632384008863
1986,3.9,3.6,16447.982073984393
1987,3.9,3.7,16373.668413924677
1988,3.9,3.8,16299.689888457908
1989,3.9,3.9,16226.04498902387
1990,3.9,4.0,16152.732213838008
1991,3.9,4.1,16079.750067863135
1992,3.9,4.2,16007.097062782028
1993,3.9,4.3,15934.771716961173
1994,3.9,4.4,15862.772555427786
1995,3.9,4.5,15791.098109833549
1996,3.9,4.6,15719.746918428242
1997,3.9,4.7,15648.717526031644
1998,3.9,4.8,15578.008483999063
1999,3.9,4.9,15507.618350198343
2000,4.0,0.0,19261.585007772537
2001,4.0,0.1,19174.58560566425
2002,4.0,0.2,19087.978428417897
2003,4.0,0.3,19001.76171102516
2004,4.0,0.4,18915.933696401524
2005,4.0,0.5,18830.492635358903
2006,4.0,0.6,18745.43678656277
2007,4.0,0.7,18660.764416500428
2008,4.0,0.8,18576.473799448657
2009,4.0,0.9,18492.563217431947
2010,4.0,1.0,18409.030960195545
2011,4.0,1.1,18325.87532516331
2012,4.0,1.2,18243.094617410316
2013,4.0,1.3,18160.687149622892
2014,4.0,1.4,18078.65124206651
2015,4.0,1.5,17996.985222554868
2016,4.0,1.6,17915.68742640959
2017,4.0,1.7,17834.756196434195
2018,4.0,1.8,17754.189882873266
2019,4.0,1.9,17673.986843382983
2020,4.0,2.0,17594.1454429997
2021,4.0,2.1,17514.664054100984
2022,4.0,2.2,17435.541056379785
2023,4.0,2.3,17356.77483680528
2024,4.0,2.4,17278.36378959308
2025,4.0,2.5,17200.306316175265
2026,4.0,2.6,17122.600825161946
2027,4.0,2.7,17045.245732315965
2028,4.0,2.8,16968.239460514862
2029,4.0,2.9,16891.580439721663
2030,4.0,3.0,16815.267106955165
2031,4.0,3.1,16739.297906253
2032,4.0,3.2,16663.671288646525
2033,4.0,3.3,16588.38571212287
2034,4.0,3.4,16513.439641600307
2035,4.0,3.5,16438.831548891518
2036,4.0,3.6,16364.55991267505
2037,4.0,3.7,16290.623218467133
2038,4.0,3.8,16217.019958584893
2039,4.0,3.9,16143.74863212299
2040,4.0,4.0,16070.807744916987
2041,4.0,4.1,15998.195809515822
2042,4.0,4.2,15925.911345154116
2043,4.0,4.3,15853.952877716483
2044,4.0,4.4,15782.31893971396
2045,4.0,4.5,15711.008070249347
2046,4.0,4.6,15640.018814988918
2047,4.0,4.7,15569.349726136901
2048,4.0,4.8,15498.99936239858
2049,4.0,4.9,15428.966288959564
2050,4.1,0.0,19163.889392571346
2051,4.1,0.1,19077.331320862817
2052,4.1,0.2,18991.16348404311
2053,4.1,0.3,18905.384126060006
2054,4.1,0.4,18819.99149874519
2055,4.1,0.5,18734.983861786113
2056,4.1,0.6,18650.35948268463
2057,4.1,0.7,18566.116636724233
2058,4.1,0.8,18482.25360693866
2059,4.1,0.9,18398.768684069746
2060,4.1,1.0,18315.660166540994
2061,4.1,1.1,18232.92636041565
2062,4.1,1.2,18150.565579369482
2063,4.1,1.3,18068.576144650637
2064,4.1,1.4,17986.95638504799
2065,4.1,1.5,17905.704636860155
2066,4.1,1.6,17824.81924385612
2067,4.1,1.7,17744.298557248207
2068,4.1,1.8,17664.14093565227
2069,4.1,1.9,17584.34474505828
2070,4.1,2.0,17504.908358798733
2071,4.1,2.1,17425.830157510216
2072,4.1,2.2,17347.108529107307
2073,4.1,2.3,17268.741868744382
2074,4.1,2.4,17190.728578785
2075,4.1,2.5,17113.06706877274
2076,4.1,2.6,17035.75575539283
2077,4.1,2.7,16958.793062446905
2078,4.1,2.8,16882.17742081509
2079,4.1,2.9,16805.907268427145
2080,4.1,3.0,16729.9810502329
2081,4.1,3.1,16654.39721816508
2082,4.1,3.2,16579.154231114975
2083,4.1,3.3,16504.250554894043
2084,4.1,3.4,16429.68466220996
2085,4.1,3.5,16355.45503262979
2086,4.1,3.6,16281.560152551452
2087,4.1,3.7,16207.998515175968
2088,4.1,3.8,16134.768620470979
2089,4.1,3.9,16061.86897514652
2090,4.1,4.0,15989.298092620225
2091,4.1,4.1,15917.054492988467
2092,4.1,4.2,15845.136702999556
2093,4.1,4.3,15773.543256017962
2094,4.1,4.4,15702.27269200113
2095,4.1,4.5,15631.323557464557
2096,4.1,4.6,15560.694405454178
2097,4.1,4.7,15490.383795520207
2098,4.1,4.8,15420.390293681685
2099,4.1,4.9,15350.712472404673
2100,4.2,0.0,19066.68846723451
2101,4.2,0.1,18980.569490880433
2102,4.2,0.2,18894.838769521262
2103,4.2,0.3,18809.494556015794
2104,4.2,0.4,18724.53511106637
2105,4.2,0.5,18639.958703191645
2106,4.2,0.6,18555.763608684596
2107,4.2,0.7,18471.948111580597
2108,4.2,0.8,18388.51050362565
2109,4.2,0.9,18305.449084235093
2110,4.2,1.0,18222.762160466806
2111,4.2,1.1,18140.448046979567
2112,4.2,1.2,18058.505066006073
2113,4.2,1.3,17976.931547312783
2114,4.2,1.4,17895.725828169077
2115,4.2,1.5,17814.88625331588
2116,4.2,1.6,17734.411174925946
2117,4.2,1.7,17654.298952578254
2118,4.2,1.8,17574.547953217694
2119,4.2,1.9,17495.15655112534
2120,4.2,2.0,17416.123127888248
2121,4.2,2.1,17337.44607235983
2122,4.2,2.2,17259.12378063493
2123,4.2,2.3,17181.1546560114
2124,4.2,2.4,17103.537108959546
2125,4.2,2.5,17026.269557093576
2126,4.2,2.6,16949.3504251327
2127,4.2,2.7,16872.77814487664
2128,4.2,2.8,16796.551155167643
2129,4.2,2.9,16720.667901861874
2130,4.2,3.0,16645.126837799777
2131,4.2,3.1,16569.926422769462
2132,4.2,3.2,16495.065123482076
2133,4.2,3.3,16420.541413534163
2134,4.2,3.4,16346.353773383165
2135,4.2,3.5,16272.500690310928
2136,4.2,3.6,16198.980658396133
2137,4.2,3.7,16125.792178485313
2138,4.2,3.8,16052.933758157664
2139,4.2,3.9,15980.403911700942
2140,4.2,4.0,15908.20116007543
2141,4.2,4.1,15836.324030887265
2142,4.2,4.2,15764.771058360138
2143,4.2,4.3,15693.540783300668
2144,4.2,4.4,15622.63175307482
2145,4.2,4.5,15552.04252157326
2146,4.2,4.6,15481.771649184311
2147,4.2,4.7,15411.817702767
2148,4.2,4.8,15342.179255617091
2149,4.2,4.9,15272.854887443744
2150,4.3,0.0,18969.97973104252
2151,4.3,0.1,18884.297626297306
2152,4.3,0.2,18799.001806681677
2153,4.3,0.3,18714.09053392025
2154,4.3,0.4,18629.56207754108
2155,4.3,0.5,18545.414714849
2156,4.3,0.6,18461.64673088371
2157,4.3,0.7,18378.256418388108
2158,4.3,0.8,18295.242077776522
2159,4.3,0.9,18212.602017093814
2160,4.3,1.0,18130.33455198825
2161,4.3,1.1,18048.438005670654
2162,4.3,1.2,17966.910708887477
2163,4.3,1.3,17885.75099988057
2164,4.3,1.4,17804.957224356334
2165,4.3,1.5,17724.527735455275
2166,4.3,1.6,17644.460893711796
2167,4.3,1.7,17564.755067028716
2168,4.3,1.8,17485.408630637918
2169,4.3,1.9,17406.419967069745
2170,4.3,2.0,17327.78746612358
2171,4.3,2.1,17249.509524828325
2172,4.3,2.2,17171.584547417846
2173,4.3,2.3,17094.01094529174
2174,4.3,2.4,17016.78713698662
2175,4.3,2.5,16939.911548145526
2176,4.3,2.6,16863.382611481735
2177,4.3,2.7,16787.198766752284
2178,4.3,2.8,16711.35846072135
2179,4.3,2.9,16635.860147130916
2180,4.3,3.0,16560.702286672542
2181,4.3,3.1,16485.8833469498
2182,4.3,3.2,16411.401802454115
2183,4.3,3.3,16337.256134527352
2184,4.3,3.4,16263.444831337509
2185,4.3,3.5,16189.966387842851
2186,4.3,3.6,16116.819305762918
2187,4.3,3.7,16044.002093551953
2188,4.3,3.8,15971.513266361559
2189,4.3,3.9,15899.351346018531
2190,4.3,4.0,15827.51486098847
2191,4.3,4.1,15756.00234634861
2192,4.3,4.2,15684.812343760379
2193,4.3,4.3,15613.943401434764
2194,4.3,4.4,15543.394074108703
2195,4.3,4.5,15473.162923010928
2196,4.3,4.6,15403.248515834493
2197,4.3,4.7,15333.649426710757
2198,4.3,4.8,15264.364236174684
2199,4.3,4.9,15195.39153114235
2200,4.4,0.0,18873.7606958999
2201,4.4,0.1,18788.51325026134
2202,4.4,0.2,18703.65012986474
2203,4.4,0.3,18619.16960525545
2204,4.4,0.4,18535.06995474288
2205,4.4,0.5,18451.349464373372
2206,4.4,0.6,18368.006427889082
2207,4.4,0.7,18285.03914669621
2208,4.4,0.8,18202.445929833633
2209,4.4,0.9,18120.225093931636
2210,4.4,1.0,18038.374963186074
2211,4.4,1.1,17956.89386931594
2212,4.4,1.2,17875.780151538416
2213,4.4,1.3,17795.032156527657
2214,4.4,1.4,17714.64823838482
2215,4.4,1.5,17634.626758607035
2216,4.4,1.6,17554.966086048087
2217,4.4,1.7,17475.66459689273
2218,4.4,1.8,17396.720674617354
2219,4.4,1.9,17318.1327099601
2220,4.4,2.0,17239.8991008911
2221,4.4,2.1,17162.018252573394
2222,4.4,2.2,17084.488577338216
2223,4.4,2.3,17007.308494646488
2224,4.4,2.4,16930.476431059447
2225,4.4,2.5,16853.990820209292
2226,4.4,2.6,16777.850102762073
2227,4.4,2.7,16702.052726392074
2228,4.4,2.8,16626.597145745272
2229,4.4,2.9,16551.481822409944
2230,4.4,3.0,16476.705224888374
2231,4.4,3.1,16402.26582856013
2232,4.4,3.2,16328.16211565772
2233,4.4,3.3,16254.39257522898
2234,4.4,3.4,16180.955703113697
2235,4.4,3.5,16107.850001906798
2236,4.4,3.6,16035.073980930956
2237,4.4,3.7,15962.626156208733
2238,4.4,3.8,15890.505050426538
2239,4.4,3.9,15818.709192912056
2240,4.4,4.0,15747.237119597488
2241,4.4,4.1,15676.087372993574
2242,4.4,4.2,15605.258502162038
2243,4.4,4.3,15534.749062680545
2244,4.4,4.4,15464.557616619752
2245,4.4,4.5,15394.682732509023
2246,4.4,4.6,15325.122985309481
2247,4.4,4.7,15255.876956387805
2248,4.4,4.8,15186.943233481517
2249,4.4,4.9,15118.32041067735
2250,4.5,0.0,18778.02888626516
2251,4.5,0.1,18693.21389841722
2252,4.5,0.2,18608.781285851008
2253,4.5,0.3,18524.729327887795
2254,4.5,0.4,18441.056311573644
2255,4.5,0.5,18357.76053165232
2256,4.5,0.6,18274.840290524488
2257,4.5,0.7,18192.293898215852
2258,4.5,0.8,18110.119672345696
2259,4.5,0.9,18028.315938086667
2260,4.5,1.0,17946.881028138192
2261,4.5,1.1,17865.813282685318
2262,4.5,1.2,17785.11104937244
2263,4.5,1.3,17704.772683263614
2264,4.5,1.4,17624.796546811827
2265,4.5,1.5,17545.181009828728
2266,4.5,1.6,17465.924449445356
2267,4.5,1.7,17387.025250086386
2268,4.5,1.8,17308.481803430972
2269,4.5,1.9,17230.29250838364
2270,4.5,2.0,17152.455771043475
2271,4.5,2.1,17074.97000466684
2272,4.5,2.2,16997.83362964123
2273,4.5,2.3,16921.045073447654
2274,4.5,2.4,16844.602770631944
2275,4.5,2.5,16768.505162774745
2276,4.5,2.6,16692.75069845446
2277,4.5,2.7,16617.337833222795
2278,4.5,2.8,16542.265029567152
2279,4.5,2.9,16467.530756882526
2280,4.5,3.0,16393.133491442524
2281,4.5,3.1,16319.071716363404
2282,4.5,3.2,16245.343921579062
2283,4.5,3.3,16171.94860380482
2284,4.5,3.4,16098.884266512918
2285,4.5,3.5,16026.149419896814
2286,4.5,3.6,15953.742580843276
2287,4.5,3.7,15881.662272905205
2288,4.5,3.8,15809.907026265515
2289,4.5,3.9,15738.475377714181
2290,4.5,4.0,15667.365870613092
2291,4.5,4.1,15596.577054868609
2292,4.5,4.2,15526.10748690504
2293,4.5,4.3,15455.955729629462
2294,4.5,4.4,15386.12035240911
2295,4.5,4.5,15316.599931037268
2296,4.5,4.6,15247.393047705933
2297,4.5,4.7,15178.498290980533
2298,4.5,4.8,15109.914255764917
2299,4.5,4.9,15041.63954327975
2300,4.6,0.0,18682.781839089752
2301,4.6,0.1,18598.397118846482
2302,4.6,0.2,18514.392833801634
2303,4.6,0.3,18430.767272008023
2304,4.6,0.4,18347.51872920424
2305,4.6,0.5,18264.64550878745
2306,4.6,0.6,18182.145921772717
2307,4.6,0.7,18100.018286761395
2308,4.6,0.8,18018.260929910146
2309,4.6,0.9,17936.87218489077
2310,4.6,1.0,17855.85039286309
2311,4.6,1.1,17775.19390243505
2312,4.6,1.2,17694.90106963574
2313,4.6,1.3,17614.970257876535
2314,4.6,1.4,17535.399837920046
2315,4.6,1.5,17456.188187850443
2316,4.6,1.6,17377.333693033885
2317,4.6,1.7,17298.834746093115
2318,4.6,1.8,17220.689746868935
2319,4.6,1.9,17142.897102390274
2320,4.6,2.0,17065.45522684475
2321,4.6,2.1,16988.362541540184
2322,4.6,2.2,16911.617474880008
2323,4.6,2.3,16835.218462325058
2324,4.6,2.4,16759.163946364486
2325,4.6,2.5,16683.452376487498
2326,4.6,2.6,16608.08220914496
2327,4.6,2.7,16533.051907725752
2328,4.6,2.8,16458.359942519364
2329,4.6,2.9,16384.00479068759
2330,4.6,3.0,16309.9849362363
2331,4.6,3.1,16236.29886997884
2332,4.6,3.2,16162.945089512017
2333,4.6,3.3,16089.922099179345
2334,4.6,3.4,16017.228410046993
2335,4.6,3.5,15944.862539868493
2336,4.6,3.6,15872.823013056506
2337,4.6,3.7,15801.10836065589
2338,4.6,3.8,15729.717120308052
2339,4.6,3.9,15658.64783622793
2340,4.6,4.0,15587.8990591689
2341,4.6,4.1,15517.469346395821
2342,4.6,4.2,15447.35726165806
2343,4.6,4.3,15377.561375155103
2344,4.6,4.4,15308.080263513995
2345,4.6,4.5,15238.912509754598
2346,4.6,4.6,15170.056703263825
2347,4.6,4.7,15101.511439768725
2348,4.6,4.8,15033.275321303621
2349,4.6,4.9,14965.346956186884
2350,4.7,0.0,18588.01710375939
2351,4.7,0.1,18504.060472008237
2352,4.7,0.2,18420.482345199373
2353,4.7,0.3,18337.28102007301
2354,4.7,0.4,18254.454801016083
2355,4.7,0.5,18172.00200003513
2356,4.7,0.6,18089.92093671621
2357,4.7,0.7,18008.209938192995
2358,4.7,0.8,17926.86733911625
2359,4.7,0.9,17845.89148161336
2360,4.7,1.0,17765.28071526211
2361,4.7,1.1,17685.033397050607
2362,4.7,1.2,17605.147891350294
2363,4.7,1.3,17525.622569877443
2364,4.7,1.4,17446.455811662257
2365,4.7,1.5,17367.6460030194
2366,4.7,1.6,17289.19153750848
2367,4.7,1.7,17211.090815908723
2368,4.7,1.8,17133.342246181295
2369,4.7,1.9,17055.944243438524
2370,4.7,2.0,16978.895229915222
2371,4.7,2.1,16902.193634930383
2372,4.7,2.2,16825.837894862336
2373,4.7,2.3,16749.826453111134
2374,4.7,2.4,16674.157760069986
2375,4.7,2.5,16598.830273095547
2376,4.7,2.6,16523.842456471735
2377,4.7,2.7,16449.192781384816
2378,4.7,2.8,16374.879725886836
2379,4.7,2.9,16300.901774867061
2380,4.7,3.0,16227.257420024494
2381,4.7,3.1,16153.945159830495
2382,4.7,3.2,16080.963499505973
2383,4.7,3.3,16008.310950984072
2384,4.7,3.4,15935.986032886378
2385,4.7,3.5,15863.987270488102
2386,4.7,3.6,15792.313195689685
2387,4.7,3.7,15720.962346990076
2388,4.7,3.8,15649.9332694515
2389,4.7,3.9,15579.224514676105
2390,4.7,4.0,15508.834640771356
2391,4.7,4.1,15438.762212323107
2392,4.7,4.2,15369.005800368974
2393,4.7,4.3,15299.56398236393
2394,4.7,4.4,15230.43534215766
2395,4.7,4.5,15161.618469960531
2396,4.7,4.6,15093.111962317287
2397,4.7,4.7,15024.914422081165
2398,4.7,4.8,14957.024458379994
2399,4.7,4.9,14889.440686594211
2400,4.8,0.0,18493.73224202276
2401,4.8,0.1,18410.20153066924
2402,4.8,0.2,18327.047403779143
2403,4.8,0.3,18244.268166736183
2404,4.8,0.4,18161.86213253177
2405,4.8,0.5,18079.827621738572
2406,4.8,0.6,17998.162962469796
2407,4.8,0.7,17916.866490348402
2408,4.8,0.8,17835.936548476024
2409,4.8,0.9,17755.371487393015
2410,4.8,1.0,17675.169665052686
2411,4.8,1.1,17595.329446780295
2412,4.8,1.2,17515.849205247683
2413,4.8,1.3,17436.72732043389
2414,4.8,1.4,17357.96217959487
2415,4.8,1.5,17279.55217723394
2416,4.8,1.6,17201.49571506278
2417,4.8,1.7,17123.79120197623
2418,4.8,1.8,17046.437054013822
2419,4.8,1.9,16969.431694330804
2420,4.8,2.0,16892.773553168354
2421,4.8,2.1,16816.46106781602
2422,4.8,2.2,16740.492682586628
2423,4.8,2.3,16664.86684877954
2424,4.8,2.4,16589.582024651205
2425,4.8,2.5,16514.636675386715
2426,4.8,2.6,16440.029273062817
2427,4.8,2.7,16365.758296623942
2428,4.8,2.8,16291.822231845104
2429,4.8,2.9,16218.219571304493
2430,4.8,3.0,16144.948814354273
2431,4.8,3.1,16072.008467086082
2432,4.8,3.2,15999.397042305533
2433,4.8,3.3,15927.11305949714
2434,4.8,3.4,15855.155044799967
2435,4.8,3.5,15783.521530972452
2436,4.8,3.6,15712.211057365002
2437,4.8,3.7,15641.222169893004
2438,4.8,3.8,15570.553421001645
2439,4.8,3.9,15500.203369642926
2440,4.8,4.0,15430.170581241182
2441,4.8,4.1,15360.453627666386
2442,4.8,4.2,15291.051087207281
2443,4.8,4.3,15221.96154453747
2444,4.8,4.4,15153.183590692866
2445,4.8,4.5,15084.715823037717
2446,4.8,4.6,15016.556845238698
2447,4.8,4.7,14948.705267238705
2448,4.8,4.8,14881.159705223508
2449,4.8,4.9,14813.918781599838
2450,4.9,0.0,18399.92482793892
2451,4.9,0.1,18316.817879850525
2452,4.9,0.2,18234.085605474702
2453,4.9,0.3,18151.726318794852
2454,4.9,0.4,18069.73834136324
2455,4.9,0.5,17988.120002275235
2456,4.9,0.6,17906.86963812812
2457,4.9,0.7,17825.98559299098
2458,4.9,0.8,17745.466218373647
2459,4.9,0.9,17665.309873186878
2460,4.9,1.0,17585.514923716455
2461,4.9,1.1,17506.07974358357
2462,4.9,1.2,17427.002713717768
2463,4.9,1.3,17348.28222231901
2464,4.9,1.4,17269.916664827535
2465,4.9,1.5,17191.904443893844
2466,4.9,1.6,17114.243969340154
2467,4.9,1.7,17036.933658135695
2468,4.9,1.8,16959.971934357945
2469,4.9,1.9,16883.357229164096
2470,4.9,2.0,16807.087980760894
2471,4.9,2.1,16731.162634368222
2472,4.9,2.2,16655.579642193534
2473,4.9,2.3,16580.3374633949
2474,4.9,2.4,16505.434564052626
2475,4.9,2.5,16430.86941714033
2476,4.9,2.6,16356.640502488237
2477,4.9,2.7,16282.746306759582
2478,4.9,2.8,16209.185323413472
2479,4.9,2.9,16135.956052677266
2480,4.9,3.0,16063.057001518777
2481,4.9,3.1,15990.486683609935
2482,4.9,3.2,15918.243619303765
2483,4.9,3.3,15846.32633559739
2484,4.9,3.4,15774.7333661093
2485,4.9,3.5,15703.463251043326
2486,4.9,3.6,15632.514537161933
2487,4.9,3.7,15561.885777759562
2488,4.9,3.8,15491.575532626775
2489,4.9,3.9,15421.582368028508
2490,4.9,4.0,15351.904856668649
2491,4.9,4.1,15282.541577664331
2492,4.9,4.2,15213.491116518933
2493,4.9,4.3,15144.752065087852
2494,4.9,4.4,15076.323021557077
2495,4.9,4.5,15008.202590408495
2496,4.9,4.6,14940.389382394344
2497,4.9,4.7,14872.882014511466
2498,4.9,4.8,14805.67910996786
2499,4.9,4.9,14738.77929816049
2500,5.0,0.0,18306.5924478069
2501,5.0,0.1,18223.907116757888
2502,5.0,0.2,18141.594558349607
2503,5.0,0.3,18059.653095121233
2504,5.0,0.4,17978.08105714281
2505,5.0,0.5,17896.876781988867
2506,5.0,0.6,17816.03861469785
2507,5.0,0.7,17735.564907742526
2508,5.0,0.8,17655.45402099783
2509,5.0,0.9,17575.704321702913
2510,5.0,1.0,17496.3141844341
2511,5.0,1.1,17417.281991065516
2512,5.0,1.2,17338.60613074325
2513,5.0,1.3,17260.28499984659
2514,5.0,1.4,17182.317001958327
2515,5.0,1.5,17104.70054783483
2516,5.0,1.6,17027.43405536812
2517,5.0,1.7,16950.51594956068
2518,5.0,1.8,16873.944662487178
2519,5.0,1.9,16797.718633265988
2520,5.0,2.0,16721.836308029822
2521,5.0,2.1,16646.2961398881
2522,5.0,2.2,16571.0965889028
2523,5.0,2.3,16496.236122051436
2524,5.0,2.4,16421.713213198054
2525,5.0,2.5,16347.526343065496
2526,5.0,2.6,16273.67399919847
2527,5.0,2.7,16200.154675939415
2528,5.0,2.8,16126.966874392834
2529,5.0,2.9,16054.109102396633
2530,5.0,3.0,15981.579874495386
2531,5.0,3.1,15909.377711903475
2532,5.0,3.2,15837.501142482366
2533,5.0,3.3,15765.948700704372
2534,5.0,3.4,15694.718927628934
2535,5.0,3.5,15623.810370867868
2536,5.0,3.6,15553.22158455841
2537,5.0,3.7,15482.951129336165
2538,5.0,3.8,15412.997572300312
2539,5.0,3.9,15343.359486991074
2540,5.0,4.0,15274.035453355833
2541,5.0,4.1,15205.024057721508
2542,5.0,4.2,15136.323892769587
2543,5.0,4.3,15067.933557501394
2544,5.0,4.4,14999.851657216343
2545,5.0,4.5,14932.076803477848
2546,5.0,4.6,14864.60761408812
2547,5.0,4.7,14797.442713062104
2548,5.0,4.8,14730.580730594138
2549,5.0,4.9,14664.02030303691
2550,5.0,5.0,14597.760072867786
2551,0.0,0.0,0.0
2552,0.0,0.0,0.0
2553,0.0,0.0,0.0
2554,0.0,0.0,0.0
2555,0.0,0.0,0.0
2556,0.0,0.0,0.0
2557,0.0,0.0,0.0
2558,0.0,0.0,0.0
2559,0.0,0.0,0.0
2560,0.0,0.0,0.0
2561,0.0,0.0,0.0
2562,0.0,0.0,0.0
2563,0.0,0.0,0.0
2564,0.0,0.0,0.0
2565,0.0,0.0,0.0
2566,0.0,0.0,0.0
2567,0.0,0.0,0.0
2568,0.0,0.0,0.0
2569,0.0,0.0,0.0
2570,0.0,0.0,0.0
2571,0.0,0.0,0.0
2572,0.0,0.0,0.0
2573,0.0,0.0,0.0
2574,0.0,0.0,0.0
2575,0.0,0.0,0.0
2576,0.0,0.0,0.0
2577,0.0,0.0,0.0
2578,0.0,0.0,0.0
2579,0.0,0.0,0.0
2580,0.0,0.0,0.0
2581,0.0,0.0,0.0
2582,0.0,0.0,0.0
2583,0.0,0.0,0.0
2584,0.0,0.0,0.0
2585,0.0,0.0,0.0
2586,0.0,0.0,0.0
2587,0.0,0.0,0.0
2588,0.0,0.0,0.0
2589,0.0,0.0,0.0
2590,0.0,0.0,0.0
2591,0.0,0.0,0.0
2592,0.0,0.0,0.0
2593,0.0,0.0,0.0
2594,0.0,0.0,0.0
2595,0.0,0.0,0.0
2596,0.0,0.0,0.0
2597,0.0,0.0,0.0
2598,0.0,0.0,0.0
2599,0.0,0.0,0.0
2600,0.0,0.0,0.0
